customer_id,split,actual_subscription,subscription_label,predicted_probability,predicted_probability_x10000,predicted_probability_display,score_rank,score_percentile,selected_policy_flag,recommendation_group,score_band,score_band_tableau,age,job,marital,education,contact,month,campaign,previous,poutcome,recommended_top_5,recommended_top_10,recommended_top_15,recommended_top_20,recommended_top_25,recommended_top_30,predicted_label_0_5
test_002780,test,0,Did Not Subscribe,0.6117169,6117,61.17%,610,0.8454706927175843,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,71,retired,married,basic.4y,telephone,apr,8,0,nonexistent,0,0,0,1,1,1,1
test_003617,test,1,Subscribed,0.6112701,6113,61.13%,611,0.8452169500126872,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,26,admin.,single,high.school,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_003625,test,0,Did Not Subscribe,0.61014384,6101,61.01%,612,0.84496320730779,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,26,student,single,high.school,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_002200,test,0,Did Not Subscribe,0.6096292,6096,60.96%,613,0.8447094646028926,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,32,admin.,married,high.school,telephone,oct,1,0,nonexistent,0,0,0,1,1,1,1
test_002320,test,0,Did Not Subscribe,0.608279,6083,60.83%,614,0.8444557218979954,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,29,blue-collar,single,high.school,cellular,apr,1,1,failure,0,0,0,1,1,1,1
test_002101,test,1,Subscribed,0.60826004,6083,60.83%,615,0.8442019791930981,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,60,blue-collar,married,basic.9y,cellular,may,1,1,failure,0,0,0,1,1,1,1
test_002656,test,0,Did Not Subscribe,0.60452056,6045,60.45%,616,0.8439482364882009,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,35,management,married,university.degree,telephone,jul,1,1,failure,0,0,0,1,1,1,1
test_000238,test,0,Did Not Subscribe,0.60152036,6015,60.15%,617,0.8436944937833037,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,31,blue-collar,single,basic.9y,telephone,oct,1,0,nonexistent,0,0,0,1,1,1,1
test_002285,test,0,Did Not Subscribe,0.6011826,6012,60.12%,618,0.8434407510784065,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,41,blue-collar,married,basic.6y,cellular,apr,2,0,nonexistent,0,0,0,1,1,1,1
test_002531,test,0,Did Not Subscribe,0.60112447,6011,60.11%,619,0.8431870083735092,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,32,technician,single,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_001671,test,0,Did Not Subscribe,0.6008764,6009,60.09%,620,0.842933265668612,1,Recommended: Top 20%,0.60 to 0.79,60% to 79%,30,technician,single,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_002140,test,0,Did Not Subscribe,0.59868187,5987,59.87%,621,0.8426795229637147,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,31,admin.,married,high.school,cellular,apr,2,0,nonexistent,0,0,0,1,1,1,1
test_000162,test,0,Did Not Subscribe,0.59851617,5985,59.85%,622,0.8424257802588175,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,25,student,single,high.school,cellular,may,3,0,nonexistent,0,0,0,1,1,1,1
test_001626,test,0,Did Not Subscribe,0.59734184,5973,59.73%,623,0.8421720375539203,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,39,self-employed,married,professional.course,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_001845,test,0,Did Not Subscribe,0.59591514,5959,59.59%,624,0.8419182948490231,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,36,admin.,married,high.school,cellular,apr,2,0,nonexistent,0,0,0,1,1,1,1
test_000076,test,0,Did Not Subscribe,0.59551,5955,59.55%,625,0.8416645521441258,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,55,management,divorced,university.degree,cellular,apr,3,0,nonexistent,0,0,0,1,1,1,1
test_002640,test,0,Did Not Subscribe,0.5948191,5948,59.48%,626,0.8414108094392286,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,30,technician,married,professional.course,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_002017,test,0,Did Not Subscribe,0.59448373,5945,59.45%,627,0.8411570667343313,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,33,unemployed,married,university.degree,telephone,jul,1,0,nonexistent,0,0,0,1,1,1,1
test_002708,test,0,Did Not Subscribe,0.59315944,5932,59.32%,628,0.8409033240294341,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,26,admin.,married,high.school,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_002327,test,1,Subscribed,0.5931454,5931,59.31%,629,0.8406495813245369,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,30,technician,single,university.degree,telephone,jun,1,2,failure,0,0,0,1,1,1,1
test_001480,test,0,Did Not Subscribe,0.5901642,5902,59.02%,630,0.8403958386196397,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,31,entrepreneur,married,university.degree,cellular,may,3,0,nonexistent,0,0,0,1,1,1,1
test_003563,test,0,Did Not Subscribe,0.5900551,5901,59.01%,631,0.8401420959147424,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,40,management,married,basic.6y,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_003607,test,0,Did Not Subscribe,0.588942,5889,58.89%,632,0.8398883532098452,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,35,blue-collar,married,basic.9y,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_002663,test,0,Did Not Subscribe,0.5878704,5879,58.79%,633,0.8396346105049479,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,26,blue-collar,single,high.school,cellular,may,3,0,nonexistent,0,0,0,1,1,1,1
test_001964,test,0,Did Not Subscribe,0.5874067,5874,58.74%,634,0.8393808678000507,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,39,admin.,married,high.school,cellular,nov,1,1,failure,0,0,0,1,1,1,1
test_000267,test,0,Did Not Subscribe,0.58463883,5846,58.46%,635,0.8391271250951535,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,31,admin.,married,high.school,cellular,apr,2,0,nonexistent,0,0,0,1,1,1,1
test_001475,test,1,Subscribed,0.58279765,5828,58.28%,636,0.8388733823902563,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,42,technician,married,high.school,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_003381,test,0,Did Not Subscribe,0.5821795,5822,58.22%,637,0.838619639685359,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,44,admin.,single,university.degree,cellular,apr,2,0,nonexistent,0,0,0,1,1,1,1
test_001536,test,1,Subscribed,0.582002,5820,58.20%,638,0.8383658969804618,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,59,self-employed,married,professional.course,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_003546,test,0,Did Not Subscribe,0.5817574,5818,58.18%,639,0.8381121542755645,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,23,student,single,high.school,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_003737,test,1,Subscribed,0.5813146,5813,58.13%,640,0.8378584115706673,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,73,retired,married,university.degree,cellular,nov,7,0,nonexistent,0,0,0,1,1,1,1
test_000645,test,1,Subscribed,0.5809716,5810,58.10%,641,0.8376046688657701,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,30,entrepreneur,married,high.school,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_003081,test,0,Did Not Subscribe,0.58071685,5807,58.07%,642,0.8373509261608729,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,47,technician,divorced,professional.course,cellular,apr,2,0,nonexistent,0,0,0,1,1,1,1
test_003396,test,0,Did Not Subscribe,0.5796213,5796,57.96%,643,0.8370971834559756,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,29,blue-collar,married,basic.9y,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_001228,test,0,Did Not Subscribe,0.5791014,5791,57.91%,644,0.8368434407510784,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,36,blue-collar,divorced,basic.9y,cellular,may,1,1,success,0,0,0,1,1,1,1
test_001936,test,0,Did Not Subscribe,0.57905954,5791,57.91%,645,0.8365896980461811,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,48,blue-collar,single,basic.9y,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_002409,test,0,Did Not Subscribe,0.5786205,5786,57.86%,646,0.8363359553412839,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,23,admin.,single,professional.course,cellular,may,3,0,nonexistent,0,0,0,1,1,1,1
test_003379,test,0,Did Not Subscribe,0.57851064,5785,57.85%,647,0.8360822126363867,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,30,student,single,university.degree,cellular,apr,6,0,nonexistent,0,0,0,1,1,1,1
test_000080,test,0,Did Not Subscribe,0.5770557,5771,57.71%,648,0.8358284699314895,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,55,admin.,married,basic.4y,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_001988,test,0,Did Not Subscribe,0.5770061,5770,57.70%,649,0.8355747272265922,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,27,admin.,married,high.school,cellular,may,3,0,nonexistent,0,0,0,1,1,1,1
test_003337,test,0,Did Not Subscribe,0.57593477,5759,57.59%,650,0.835320984521695,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,58,housemaid,married,basic.4y,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_003609,test,0,Did Not Subscribe,0.575458,5755,57.55%,651,0.8350672418167977,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,41,blue-collar,married,basic.4y,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_001655,test,0,Did Not Subscribe,0.575416,5754,57.54%,652,0.8348134991119005,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,28,technician,single,university.degree,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_002954,test,0,Did Not Subscribe,0.57509923,5751,57.51%,653,0.8345597564070033,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,58,admin.,married,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_001317,test,0,Did Not Subscribe,0.5749906,5750,57.50%,654,0.8343060137021061,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,32,admin.,single,professional.course,cellular,may,4,0,nonexistent,0,0,0,1,1,1,1
test_001245,test,0,Did Not Subscribe,0.57499045,5750,57.50%,655,0.8340522709972088,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,31,blue-collar,married,basic.6y,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_002167,test,0,Did Not Subscribe,0.57395524,5740,57.40%,656,0.8337985282923116,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,45,entrepreneur,divorced,university.degree,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_003118,test,0,Did Not Subscribe,0.5731406,5731,57.31%,657,0.8335447855874143,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,53,retired,married,basic.9y,telephone,apr,3,0,nonexistent,0,0,0,1,1,1,1
test_001736,test,0,Did Not Subscribe,0.5712564,5713,57.13%,658,0.8332910428825171,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,45,admin.,divorced,basic.9y,cellular,may,1,1,success,0,0,0,1,1,1,1
test_002105,test,0,Did Not Subscribe,0.5711826,5712,57.12%,659,0.8330373001776199,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,30,unknown,married,professional.course,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_000278,test,1,Subscribed,0.5706896,5707,57.07%,660,0.8327835574727227,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,23,technician,single,high.school,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_002133,test,1,Subscribed,0.5701873,5702,57.02%,661,0.8325298147678254,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,33,admin.,married,university.degree,telephone,sep,2,0,nonexistent,0,0,0,1,1,1,1
test_001584,test,0,Did Not Subscribe,0.57011205,5701,57.01%,662,0.8322760720629282,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,26,services,married,high.school,cellular,may,3,0,nonexistent,0,0,0,1,1,1,1
test_002734,test,0,Did Not Subscribe,0.569813,5698,56.98%,663,0.8320223293580309,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,71,housemaid,married,unknown,cellular,may,2,1,failure,0,0,0,1,1,1,1
test_001806,test,0,Did Not Subscribe,0.569382,5694,56.94%,664,0.8317685866531337,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,31,unemployed,single,high.school,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_002364,test,0,Did Not Subscribe,0.5686639,5687,56.87%,665,0.8315148439482365,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,25,admin.,single,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_003271,test,0,Did Not Subscribe,0.5679053,5679,56.79%,666,0.8312611012433393,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,40,services,married,high.school,cellular,apr,2,0,nonexistent,0,0,0,1,1,1,1
test_001742,test,0,Did Not Subscribe,0.56756693,5676,56.76%,667,0.831007358538442,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,30,management,married,university.degree,telephone,sep,1,1,failure,0,0,0,1,1,1,1
test_002983,test,0,Did Not Subscribe,0.56709754,5671,56.71%,668,0.8307536158335448,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,29,admin.,single,university.degree,cellular,aug,12,0,nonexistent,0,0,0,1,1,1,1
test_003476,test,0,Did Not Subscribe,0.56577766,5658,56.58%,669,0.8304998731286476,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,29,services,single,high.school,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_001061,test,0,Did Not Subscribe,0.56485593,5649,56.49%,670,0.8302461304237503,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,59,retired,divorced,basic.4y,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_003260,test,0,Did Not Subscribe,0.564044,5640,56.40%,671,0.8299923877188531,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,21,student,single,high.school,cellular,apr,4,1,failure,0,0,0,1,1,1,1
test_003063,test,0,Did Not Subscribe,0.5635744,5636,56.36%,672,0.8297386450139559,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,39,management,married,university.degree,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_003916,test,1,Subscribed,0.56119823,5612,56.12%,673,0.8294849023090586,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,36,blue-collar,married,unknown,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_003366,test,1,Subscribed,0.5601978,5602,56.02%,674,0.8292311596041614,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,40,services,married,high.school,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_000713,test,0,Did Not Subscribe,0.5601808,5602,56.02%,675,0.8289774168992642,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,31,blue-collar,single,professional.course,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_000732,test,0,Did Not Subscribe,0.55986845,5599,55.99%,676,0.8287236741943669,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,54,management,married,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_002204,test,0,Did Not Subscribe,0.5597513,5598,55.98%,677,0.8284699314894697,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,45,blue-collar,married,unknown,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_000384,test,0,Did Not Subscribe,0.55962867,5596,55.96%,678,0.8282161887845725,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,35,technician,divorced,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_000359,test,0,Did Not Subscribe,0.5592576,5593,55.93%,679,0.8279624460796752,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,56,retired,married,high.school,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_003090,test,0,Did Not Subscribe,0.5576607,5577,55.77%,680,0.827708703374778,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,27,admin.,married,professional.course,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_002348,test,0,Did Not Subscribe,0.5575988,5576,55.76%,681,0.8274549606698808,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,50,admin.,divorced,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_000107,test,0,Did Not Subscribe,0.55738556,5574,55.74%,682,0.8272012179649835,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,33,admin.,divorced,high.school,telephone,aug,1,0,nonexistent,0,0,0,1,1,1,1
test_001294,test,0,Did Not Subscribe,0.55708796,5571,55.71%,683,0.8269474752600863,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,57,blue-collar,married,high.school,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_002053,test,0,Did Not Subscribe,0.55688286,5569,55.69%,684,0.8266937325551891,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,49,admin.,married,university.degree,telephone,may,1,0,nonexistent,0,0,0,1,1,1,1
test_003893,test,0,Did Not Subscribe,0.55605257,5561,55.61%,685,0.8264399898502918,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,32,blue-collar,single,basic.9y,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_003474,test,0,Did Not Subscribe,0.5554574,5555,55.55%,686,0.8261862471453946,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,42,entrepreneur,married,basic.9y,cellular,apr,2,0,nonexistent,0,0,0,1,1,1,1
test_002995,test,0,Did Not Subscribe,0.55478376,5548,55.48%,687,0.8259325044404974,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,45,admin.,divorced,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_002835,test,0,Did Not Subscribe,0.5526452,5526,55.26%,688,0.8256787617356001,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,44,admin.,married,basic.6y,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_001864,test,0,Did Not Subscribe,0.55257446,5526,55.26%,689,0.8254250190307029,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,49,management,divorced,university.degree,telephone,aug,1,0,nonexistent,0,0,0,1,1,1,1
test_003276,test,1,Subscribed,0.5525123,5525,55.25%,690,0.8251712763258057,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,55,admin.,married,high.school,cellular,apr,1,1,failure,0,0,0,1,1,1,1
test_000095,test,0,Did Not Subscribe,0.5523704,5524,55.24%,691,0.8249175336209084,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,30,admin.,single,university.degree,cellular,may,4,1,failure,0,0,0,1,1,1,1
test_001088,test,0,Did Not Subscribe,0.5523693,5524,55.24%,692,0.8246637909160112,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,59,admin.,divorced,university.degree,cellular,may,1,1,failure,0,0,0,1,1,1,1
test_002744,test,0,Did Not Subscribe,0.55200857,5520,55.20%,693,0.824410048211114,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,30,services,single,high.school,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_002760,test,0,Did Not Subscribe,0.55053914,5505,55.05%,694,0.8241563055062167,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,29,admin.,married,university.degree,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_003226,test,0,Did Not Subscribe,0.5492102,5492,54.92%,695,0.8239025628013195,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,29,self-employed,married,university.degree,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_000533,test,0,Did Not Subscribe,0.5488489,5488,54.88%,696,0.8236488200964223,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,27,services,married,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_001021,test,1,Subscribed,0.5488489,5488,54.88%,697,0.823395077391525,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,27,services,married,university.degree,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_002777,test,0,Did Not Subscribe,0.5483004,5483,54.83%,698,0.8231413346866278,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,33,retired,married,high.school,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_002801,test,0,Did Not Subscribe,0.5478354,5478,54.78%,699,0.8228875919817306,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,25,management,married,university.degree,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_002615,test,0,Did Not Subscribe,0.5473476,5473,54.73%,700,0.8226338492768333,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,23,student,single,high.school,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_002058,test,0,Did Not Subscribe,0.5472463,5472,54.72%,701,0.822380106571936,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,38,admin.,unknown,university.degree,cellular,apr,1,0,nonexistent,0,0,0,1,1,1,1
test_001265,test,0,Did Not Subscribe,0.54724014,5472,54.72%,702,0.8221263638670389,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,25,technician,single,basic.9y,cellular,may,4,0,nonexistent,0,0,0,1,1,1,1
test_002973,test,0,Did Not Subscribe,0.54721516,5472,54.72%,703,0.8218726211621415,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,40,technician,single,professional.course,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_000642,test,0,Did Not Subscribe,0.5471791,5472,54.72%,704,0.8216188784572444,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,35,blue-collar,married,basic.6y,cellular,apr,3,0,nonexistent,0,0,0,1,1,1,1
test_000938,test,0,Did Not Subscribe,0.54671335,5467,54.67%,705,0.8213651357523472,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,28,blue-collar,married,basic.9y,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_000552,test,0,Did Not Subscribe,0.5464356,5464,54.64%,706,0.8211113930474498,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,41,blue-collar,married,basic.6y,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_001744,test,0,Did Not Subscribe,0.5462554,5463,54.63%,707,0.8208576503425526,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,33,blue-collar,single,high.school,cellular,may,1,0,nonexistent,0,0,0,1,1,1,1
test_002113,test,0,Did Not Subscribe,0.54558724,5456,54.56%,708,0.8206039076376554,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,29,admin.,married,university.degree,cellular,may,2,0,nonexistent,0,0,0,1,1,1,1
test_003082,test,0,Did Not Subscribe,0.54533774,5453,54.53%,709,0.8203501649327583,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,30,unemployed,married,high.school,telephone,may,4,0,nonexistent,0,0,0,1,1,1,1
test_001390,test,0,Did Not Subscribe,0.5452163,5452,54.52%,710,0.8200964222278609,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,52,admin.,married,unknown,telephone,sep,13,2,failure,0,0,0,1,1,1,1
test_002374,test,0,Did Not Subscribe,0.54401714,5440,54.40%,711,0.8198426795229637,1,Recommended: Top 20%,0.40 to 0.59,40% to 59%,41,services,married,high.school,cellular,apr,2,0,nonexistent,0,0,0,1,1,1,1
